title,link
"Training deep models faster with robust, approximate importance sampling",https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AWJVC3Jt7v1AC%26tzom%3D-540
"A compositional framework for grounding language inference, generation, and acquisition in video",https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AfEOibwPWpKIC%26tzom%3D-540
Programs as black-box explanations,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3Ap__nRnzSRKYC%26tzom%3D-540
Approximating sensor network queries using in-network summaries,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AM05iB0D1s5AC%26tzom%3D-540
Plan-based policies for efficient multiple battery load management,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AFu2w8maKXqMC%26tzom%3D-540
The terraswarm research center (TSRC),https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AXiVPGOgt02cC%26tzom%3D-540
Beyond convexity: Submodularity in machine learning,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A_Ybze24A_UAC%26tzom%3D-540
Efficient second-order gradient boosting for conditional random fields,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AW5xh706n7nkC%26tzom%3D-540
Riffled Independence for Ranked Data.,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AzA6iFVUQeVQC%26tzom%3D-540
A generalized framework for solving tightly-coupled multirobot planning problems,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AnZcligLrVowC%26tzom%3D-540
Stochastic roadmap simulation for the study of ligand-protein interactions,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AO3NaXMp0MMsC%26tzom%3D-540
Are red roses red? evaluating consistency of question-answering models,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AyFnVuubrUp4C%26tzom%3D-540
Information cartography,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AtzM49s52ZIMC%26tzom%3D-540
Riffled independence for efficient inference with partial rankings,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AfQNAKQ3IYiAC%26tzom%3D-540
Graphlab: A distributed framework for machine learning in the cloud,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AhqOjcs7Dif8C%26tzom%3D-540
Focused belief propagation for query-specific inference,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A_xSYboBqXhAC%26tzom%3D-540
Model-Based Querying in Sensor Networks.,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AAXPGKjj_ei8C%26tzom%3D-540
Distributed inference in dynamical systems,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3Aeq2jaN3J8jMC%26tzom%3D-540
Addressing the loss-metric mismatch with adaptive loss alignment,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ADJbcl8HfkQkC%26tzom%3D-540
Personalized collaborative clustering,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AVL0QpB8kHFEC%26tzom%3D-540
Representing documents through their readers,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AeMMeJKvmdy0C%26tzom%3D-540
Exploiting probabilistic independence for permutations,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ASeFeTyx0c_EC%26tzom%3D-540
Fast software image stabilization with color registration,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AvV6vV6tmYwMC%26tzom%3D-540
Uncovering the riffled independence structure of ranked data,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A9yKSN-GCB0IC%26tzom%3D-540
Industrial applications of image mosaicing and stabilization,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AHoB7MX3m0LUC%26tzom%3D-540
GraphChi-DB: Simple design for a scalable graph database system--on just a PC,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ALjlpjdlvIbIC%26tzom%3D-540
Application of the ant colony optimization algorithm to the influence-maximization problem,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AuJ-U7cs_P_0C%26tzom%3D-540
Stochastic conformational roadmaps for computing ensemble properties of molecular motion,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AldfaerwXgEUC%26tzom%3D-540
Mobility trends provide a leading indicator of changes in SARS-CoV-2 transmission,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3Au-coK7KVo8oC%26tzom%3D-540
Sample complexity of composite likelihood,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A738O_yMBCRsC%26tzom%3D-540
Divide-and-conquer learning by anchoring a conical hull,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AZuybSZzF8UAC%26tzom%3D-540
Unsupervised learning or Clustering—K-means Gaussian mixture models,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AHIFyuExEbWQC%26tzom%3D-540
Inference with multivariate heavy-tails in linear models,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ASe3iqnhoufwC%26tzom%3D-540
Robust sensor placement for detecting adversarial contaminations in water distribution systems,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3Adshw04ExmUIC%26tzom%3D-540
Modeling link qualities in a sensor network,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A70eg2SAEIzsC%26tzom%3D-540
Stingycd: Safely avoiding wasteful updates in coordinate descent,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AkuK5TVdYjLIC%26tzom%3D-540
Unified Methods for Exploiting Piecewise Linear Structure in Convex Optimization.,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ABUYA1_V_uYcC%26tzom%3D-540
Learning hierarchical riffle independent groupings from rankings,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ArO6llkc54NcC%26tzom%3D-540
Near-optimal sensor placements in gaussian processes,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AAk0FvsSvgGUC%26tzom%3D-540
App usage predicts cognitive ability in older adults,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AcWzG1nlazyYC%26tzom%3D-540
Semantic visualization with neighborhood graph regularization,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AL7CI7m0gUJcC%26tzom%3D-540
""" Why Should I Trust You?"": Explaining the Predictions of Any Classifier",https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ALI9QrySNdTsC%26tzom%3D-540
Efficient probabilistic inference with partial ranking queries,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AUebtZRa9Y70C%26tzom%3D-540
Equivariant neural rendering,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ABJbdYPG6LGMC%26tzom%3D-540
ACM,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ACaZNVDsoPx4C%26tzom%3D-540
Robust combination of local controllers,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A4OULZ7Gr8RgC%26tzom%3D-540
"Claytronics: highly scalable communications, sensing, and actuation networks",https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AdfsIfKJdRG4C%26tzom%3D-540
Image stabilization for feature tracking and generation of stable video overlays,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AZHo1McVdvXMC%26tzom%3D-540
The rise and fall of network stars: Analyzing 2.5 million graphs to reveal how high-degree vertices emerge over time,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3ATIZ-Mc8IlK0C%26tzom%3D-540
Distributed non-parametric representations for vital filtering: UW at TREC KBA 2014,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AhkOj_22Ku90C%26tzom%3D-540
""" Metro maps of information"" by Dafna Shahaf, Carlos Guestrin and Eric Horvitz, with Ching-man Au Yeung as coordinator",https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AMojj43d5GZwC%26tzom%3D-540
Parallel splash belief propagation,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A8k81kl-MbHgC%26tzom%3D-540
User-interface for developing applications that apply machine learning,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AVLnqNzywnoUC%26tzom%3D-540
PLink: Discovering and Exploiting Locality for Accelerated Distributed Training on the public Cloud.,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AjgBuDB5drN8C%26tzom%3D-540
Rationalisation of profiles of abstract argumentation frameworks: Characterisation and complexity,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AMLfJN-KU85MC%26tzom%3D-540
Percussive dynamic cone penetrometer for geotechnical surface assessment with a planetary rover,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A0CzhzZyukY4C%26tzom%3D-540
Using robotics to fold proteins and dock ligands,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AbFI3QPDXJZMC%26tzom%3D-540
"A fast, principled working set algorithm for exploiting piecewise linear structure in convex problems",https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A6ZxmRoH8BuwC%26tzom%3D-540
Scaling submodular maximization via pruned submodularity graphs,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AipzZ9siozwsC%26tzom%3D-540
The wisdom of multiple guesses,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3A7T2F9Uy0os0C%26tzom%3D-540
Evidence-specific structures for rich tractable crfs,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3Af2IySw72cVMC%26tzom%3D-540
XGBoost: Reliable Large-scale Tree Boosting System,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3Aubry08Y2EpUC%26tzom%3D-540
Efficient solution algorithms for factored MDPs,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AuLbwQdceFCQC%26tzom%3D-540
Near-optimal sensor placements,https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AD03iK_w7-QYC%26tzom%3D-540
"Pac-learning, vc dimension and margin-based bounds",https://scholar.google.com/citations?hl=ko&user=DpLFv4gAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DDpLFv4gAAAAJ%26cstart%3D100%26pagesize%3D100%26citation_for_view%3DDpLFv4gAAAAJ%3AtOudhMTPpwUC%26tzom%3D-540
