title,link
Aligning books and movies: Towards story-like visual explanations by watching movies and reading books,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3Adshw04ExmUIC%26tzom%3D-540
Deep sets,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3Aye4kPcJQO24C%26tzom%3D-540
Evaluation methods for topic models,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AY0pCki6q_DkC%26tzom%3D-540
Revisiting Semi-Supervised Learning with Graph Embeddings,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AgeHnlv5EZngC%26tzom%3D-540
Importance weighted autoencoders,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AuWQEDVKXjbEC%26tzom%3D-540
Multimodal Neural Language Models.,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3A3s1wT3WcHBgC%26tzom%3D-540
Toward controlled generation of text,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3A_Ybze24A_UAC%26tzom%3D-540
Replicated softmax: an undirected topic model,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AUebtZRa9Y70C%26tzom%3D-540
Action recognition using visual attention,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AXiSMed-E-HIC%26tzom%3D-540
Hamming distance metric learning,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AM3NEmzRMIkIC%26tzom%3D-540
Deep learning for neuroimaging: a validation study,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AzA6iFVUQeVQC%26tzom%3D-540
One shot learning of simple visual concepts,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AdhFuZR0502QC%26tzom%3D-540
Efficient Learning of Deep Boltzmann Machines.,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3A8k81kl-MbHgC%26tzom%3D-540
Learning a Nonlinear Embedding by Preserving Class Neighbourhood Structure.,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AqjMakFHDy7sC%26tzom%3D-540
On the quantitative analysis of deep belief networks,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AYsMSGLbcyi4C%26tzom%3D-540
An efficient learning procedure for deep Boltzmann machines,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AcWzG1nlazyYC%26tzom%3D-540
"Hotpotqa: A dataset for diverse, explainable multi-hop question answering",https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AgsN89kCJA0AC%26tzom%3D-540
Deep kernel learning,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3Ap2g8aNsByqUC%26tzom%3D-540
Actor-mimic: Deep multitask and transfer reinforcement learning,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3ATiz5es2fbqcC%26tzom%3D-540
Learning deep generative models,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AhqOjcs7Dif8C%26tzom%3D-540
Multimodal learning with deep Boltzmann machines.,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AyxmsSjX2EkcC%26tzom%3D-540
Predicting deep zero-shot convolutional neural networks using textual descriptions,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AP5F9QuxV20EC%26tzom%3D-540
Gated-attention readers for text comprehension,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AmvPsJ3kp5DgC%26tzom%3D-540
Good semi-supervised learning that requires a bad gan,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3APR6Y55bgFSsC%26tzom%3D-540
Learning to share visual appearance for multiclass object detection,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3A_kc_bZDykSQC%26tzom%3D-540
On exact computation with an infinitely wide neural net,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AhCrLmN-GePgC%26tzom%3D-540
"Encode, Review, and Decode: Reviewer Module for Caption Generation",https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AkRWSkSYxWN8C%26tzom%3D-540
Generating images from captions with attention,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3Au9iWguZQMMsC%26tzom%3D-540
Transfer learning for sequence tagging with hierarchical recurrent networks,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AJoZmwDi-zQgC%26tzom%3D-540
Modelling relational data using bayesian clustered tensor factorization,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3A_FxGoFyzp5QC%26tzom%3D-540
Breaking the softmax bottleneck: A high-rank RNN language model,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AZfRJV9d4-WMC%26tzom%3D-540
Semantic hashing,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AIjCSPb-OGe4C%26tzom%3D-540
Multi-task neural networks for QSAR predictions,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AyD5IFk8b50cC%26tzom%3D-540
Learning with hierarchical-deep models,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AhMod-77fHWUC%26tzom%3D-540
Collaborative filtering in a non-uniform world: Learning with the weighted trace norm,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3ASe3iqnhoufwC%26tzom%3D-540
Improved variational autoencoders for text modeling using dilated convolutions,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3A9vf0nzSNQJEC%26tzom%3D-540
Style transfer through back-translation,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AEkHepimYqZsC%26tzom%3D-540
Using deep belief nets to learn covariance kernels for Gaussian processes,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AWF5omc3nYNoC%26tzom%3D-540
Discriminative Transfer Learning with Tree-based Priors.,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3ARYcK_YlVTxYC%26tzom%3D-540
Spatially adaptive computation time for residual networks,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AWA5NYHcadZ8C%26tzom%3D-540
Path-sgd: Path-normalized optimization in deep neural networks,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3Anb7KW1ujOQ8C%26tzom%3D-540
Exploiting image-trained cnn architectures for unconstrained video classification,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3ANhqRSupF_l8C%26tzom%3D-540
One-shot learning by inverting a compositional causal process,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AHoB7MX3m0LUC%26tzom%3D-540
The more you know: Using knowledge graphs for image classification,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AAXPGKjj_ei8C%26tzom%3D-540
Modeling documents with deep boltzmann machines,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AvV6vV6tmYwMC%26tzom%3D-540
On the quantitative analysis of decoder-based generative models,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3Aolpn-zPbct0C%26tzom%3D-540
Learning representations for multimodal data with deep belief nets,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AfPk4N6BV_jEC%26tzom%3D-540
Optimization with EM and expectation-conjugate-gradient,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AUeHWp8X0CEIC%26tzom%3D-540
Robust boltzmann machines for recognition and denoising,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AR3hNpaxXUhUC%26tzom%3D-540
Multi-task cross-lingual sequence tagging from scratch,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3Aq3oQSFYPqjQC%26tzom%3D-540
Neural map: Structured memory for deep reinforcement learning,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AdTyEYWd-f8wC%26tzom%3D-540
segdeepm: Exploiting segmentation and context in deep neural networks for object detection,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3Ab0M2c_1WBrUC%26tzom%3D-540
Practical large-scale optimization for max-norm regularization,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3A0EnyYjriUFMC%26tzom%3D-540
Transfer learning by borrowing examples for multiclass object detection,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3A08ZZubdj9fEC%26tzom%3D-540
Stochastic variational deep kernel learning,https://scholar.google.com/citations?hl=ko&user=ITZ1e7MAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DITZ1e7MAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DITZ1e7MAAAAJ%3AZuybSZzF8UAC%26tzom%3D-540
