title,link
Learning a predictable and generative vector representation for objects,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AxV_PwZns_iUC%26tzom%3D-540
Lifelong robot learning,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A_kc_bZDykSQC%26tzom%3D-540
Version spaces: A candidate elimination approach to rule learning,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AroLk4NBRz8UC%26tzom%3D-540
LEAP: A learning apprentice for VLSI design,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3ALkGwnXOMwfcC%26tzom%3D-540
What can machine learning do? Workforce implications,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A6ftYtcnYaCAC%26tzom%3D-540
Model-directed learning of production rules,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AhqOjcs7Dif8C%26tzom%3D-540
Learning to classify email into “speech acts”,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A4TOpqqG69KYC%26tzom%3D-540
Decision tree learning,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AZKH7YajmJZgC%26tzom%3D-540
Ambler: An autonomous rover for planetary exploration,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A3fE2CSJIrl8C%26tzom%3D-540
The role of unlabeled data in supervised learning,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AkNdYIx-mwKoC%26tzom%3D-540
Redefining designing: From form to experience,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AWC23djZS0W4C%26tzom%3D-540
Using fMRI brain activation to identify cognitive states associated with perception of tools and dwellings,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AZeXyd9-uunAC%26tzom%3D-540
A personal learning apprentice,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AMXK_kJrjxJIC%26tzom%3D-540
Generative and discriminative classifiers: Naive bayes and logistic regression,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3ADzJ_J07hbkYC%26tzom%3D-540
An evaluation of machine-learning methods for predicting pneumonia mortality,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A-f6ydRqryjwC%26tzom%3D-540
A neurosemantic theory of concrete noun representation based on the underlying brain codes,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AYFjsv_pBGBYC%26tzom%3D-540
Artificial neural networks,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3ANMxIlDl6LWMC%26tzom%3D-540
Does machine learning really work?,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AIWHjjKOFINEC%26tzom%3D-540
Towards robust computerised marking of free-text responses,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AmB3voiENLucC%26tzom%3D-540
"Using the future to"" sort out"" the present: Rankprop and multitask learning for medical risk evaluation",https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AQIV2ME_5wuYC%26tzom%3D-540
机器学习,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AJXi_AgyUMBAC%26tzom%3D-540
Theo: A framework for self-improving systems,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AZph67rFs4hoC%26tzom%3D-540
Robbins basic pathology,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AuAP7c9r_Rr8C%26tzom%3D-540
Becoming increasingly reactive,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AKlAtU1dfN6UC%26tzom%3D-540
Learning and problem solving,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AYOwf2qJgpHMC%26tzom%3D-540
Simultaneously uncovering the patterns of brain regions involved in different story reading subprocesses,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AjFemdcug13IC%26tzom%3D-540
Semi-Supervised Text Classification Using EM.,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3Ak_IJM867U9cC%26tzom%3D-540
Effectiveness of the Boston brace in treatment of large curves in adolescent idiopathic scoliosis,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3Ap01w2OdOcUcC%26tzom%3D-540
Leveraging knowledge bases in lstms for improving machine reading,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AGrx829lh2T4C%26tzom%3D-540
"Design and philosophy of the bimasc, a highly dynamic biped",https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3Ad1QmopYJ1igC%26tzom%3D-540
Memory approaches to reinforcement learning in non-Markovian domains,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AqxL8FJ1GzNcC%26tzom%3D-540
Hypermedia learning and prior knowledge: domain expertise vs. system expertise,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AUmS_249rOGwC%26tzom%3D-540
Learning one more thing,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AM3ejUd6NZC8C%26tzom%3D-540
"What can machines learn, and what does it mean for occupations and the economy?",https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AfiUsP84psekC%26tzom%3D-540
Efficient and expressive knowledge base completion using subgraph feature extraction,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A2l5NCbZemmgC%26tzom%3D-540
Reinforcement learning with hidden states,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AdhFuZR0502QC%26tzom%3D-540
A case study in using linguistic phrases for text categorization on the WWW,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AaqlVkmm33-oC%26tzom%3D-540
Learning effective and interpretable semantic models using non-negative sparse embedding,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AAYInfyleIOsC%26tzom%3D-540
e‐Assessment for learning? The potential of short‐answer free‐text questions with tailored feedback,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3ArO6llkc54NcC%26tzom%3D-540
Weakly supervised training of semantic parsers,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AVaXvl8Fpj5cC%26tzom%3D-540
Incorporating vector space similarity in random walk inference over knowledge bases,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3Aq-HalDI95KYC%26tzom%3D-540
AAM derived face representations for robust facial action recognition,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A-WH5uU-2cuwC%26tzom%3D-540
Classifying instantaneous cognitive states from fMRI data,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AhFOr9nPyWt4C%26tzom%3D-540
Training fMRI classifiers to detect cognitive states across multiple human subjects,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3ATQgYirikUcIC%26tzom%3D-540
Tracking neural coding of perceptual and semantic features of concrete nouns,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AdTyEYWd-f8wC%26tzom%3D-540
A knowledge-based approach to design,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AmVmsd5A6BfQC%26tzom%3D-540
Commonality of neural representations of words and pictures,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AOU6Ihb5iCvQC%26tzom%3D-540
Bayesian Network Learning with Parameter Constraints.,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AJV2RwH3_ST0C%26tzom%3D-540
Discovering test set regularities in relational domains,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A4DMP91E08xMC%26tzom%3D-540
Mining our reality,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AlSLTfruPkqcC%26tzom%3D-540
Joint extraction of events and entities within a document context,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AhSRAE-fF4OAC%26tzom%3D-540
Discovering relations between noun categories,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AtOudhMTPpwUC%26tzom%3D-540
Coupling semi-supervised learning of categories and relations,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AGnPB-g6toBAC%26tzom%3D-540
Text clustering with extended user feedback,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A_Qo2XoVZTnwC%26tzom%3D-540
Improving learning and inference in a large knowledge-base using latent syntactic cues,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3A43bX7VzcjpAC%26tzom%3D-540
Weakly supervised extraction of computer security events from twitter,https://scholar.google.com/citations?hl=ko&user=MnfzuPYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3DMnfzuPYAAAAJ%26cstart%3D20%26pagesize%3D80%26citation_for_view%3DMnfzuPYAAAAJ%3AjE2MZjpN3IcC%26tzom%3D-540
